Logging buffer configuration and contents : enabled
Allowed max buffer size : 10240
Actual buffer size : 512
Channel number : 4 , Channel name : logbuffer
Dropped messages : 0
Overwritten messages : 37762
Current messages : 512

Jun 16 2026 06:32:38 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun 16 2026 06:02:20 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is GE1/0/5, pwName is -. (VlanId=0, SrcMac=7425-8ae3-5e94)
Jun 16 2026 06:02:18 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=43, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 06:02:18 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=42, IfIndex=54, PortName=Eth-Trunk2, PwName=-)
Jun 16 2026 06:02:18 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=55, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 06:02:18 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=54, IfIndex=54, PortName=Eth-Trunk2, PwName=-)
Jun 16 2026 06:02:18 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=43, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 06:02:18 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=42, IfIndex=54, PortName=Eth-Trunk2, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is GE1/0/3, pwName is -. (VlanId=0, SrcMac=7425-8ae3-9a57)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 1, port name is GE1/0/3, pwName is -. (VlanId=0, SrcMac=7425-8ae3-9a57)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is GE1/0/3, pwName is -. (VlanId=0, SrcMac=7425-8ae3-9a57)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is GE1/0/6, pwName is -. (VlanId=0, SrcMac=7425-8ae3-f9c1)
Jun 16 2026 06:02:15 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is GE1/0/5, pwName is -. (VlanId=0, SrcMac=7425-8ae3-5e94)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=2, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 3, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3808-0011-1200)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 2, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3808-0011-1200)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 1, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3808-0011-1200)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/RECEIVE_MSTITC(l):CID=0x80547543;MSTP received BPDU with TC, MSTP process 0 instance 0, port name is Eth-Trunk1, pwName is -. (VlanId=0, SrcMac=3808-0011-1200)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:14 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, RootPortName=-, PreviousRootBridgeID=3808-0011-1200, NewRootBridgeID=3807-0011-1200, RootPwName=-, PreHello=0, PreMessageAge=0, PreFwdly=0, PreRemainingHops=18, NewHello=0, NewMessageAge=0, NewFwdly=0, NewRemainingHops=0, Tag=0)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, RootPortName=GE1/0/5, PreviousRootBridgeID=3807-0011-1200, NewRootBridgeID=3808-0011-1200, RootPwName=-, PreHello=0, PreMessageAge=0, PreFwdly=0, PreRemainingHops=20, NewHello=0, NewMessageAge=0, NewFwdly=0, NewRemainingHops=0, Tag=0)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=2, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, PortID=0)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PROROOT_CHANGED(l):CID=0x80547543;The root bridge of MSTP process changed. (ProcessID=0, InstanceID=2, PortID=6)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/1/TOPOLOGY_CHANGE(l):CID=0x80547543;Bridge topology changed.
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=3, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=1, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=3, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=1, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=3, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=1, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_FORWARDING(l):CID=0x80547543;The MSTP process's port has been set to forwarding state. (ProcessID=0, InstanceID=0, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_FORWARDING(l):CID=0x80547543;The port has been set to forwarding state. (InstanceID=0, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_LEARNING(l):CID=0x80547543;The MSTP process's port has been set to learning state. (ProcessID=0, InstanceID=0, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=43, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=55, IfIndex=55, PortName=Eth-Trunk3, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=42, IfIndex=54, PortName=Eth-Trunk2, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=54, IfIndex=54, PortName=Eth-Trunk2, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=2, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=1, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=41, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=2, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=1, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=53, IfIndex=53, PortName=Eth-Trunk1, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=2, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=7, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=2, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=11, IfIndex=11, PortName=GE1/0/6, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=2, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=6, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=2, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=10, IfIndex=10, PortName=GE1/0/5, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=1, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=5, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=1, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=9, IfIndex=9, PortName=GE1/0/4, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=3, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=1, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/MSTPLOG_PROPORT_STATE_DISCARDING(l):CID=0x80547543;The MSTP process's port has been set to discarding state. (ProcessID=0, InstanceID=0, PortID=4, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=3, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=1, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:13 Core_SW_01 %%01MSTP/4/PORT_STATE_DISCARDING(l):CID=0x80547543;The port has been set to discarding state. (InstanceID=0, PortIndex=8, IfIndex=8, PortName=GE1/0/3, PwName=-)
Jun 16 2026 06:02:02 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun 16 2026 06:02:00 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/5, RemoteChassisType=macAddress, RemoteChassisId=7425-8ae3-5e94, RemotePortIdType=interfaceName, RemotePortId=HundredGigE1/0/1, RemoteSystemName=AGG_SW_03, RemoteSystemDescription=H3C Comware Platform Software, Software Version 7.1.070, Release 7639P06  H3C V9850-256H  Copyright (c) 2004-2024 New H3C Technologies Co., Ltd. All rights reserved., RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=7425-8ae3-5e94)
Jun 16 2026 06:01:58 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
