Logging buffer configuration and contents : enabled
Allowed max buffer size : 10240
Actual buffer size : 512
Channel number : 4 , Channel name : logbuffer
Dropped messages : 0
Overwritten messages : 35304
Current messages : 512

Jun 16 2026 03:42:49 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 03:38:44 Core_SW_01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif110, Nexthop=10.1.110.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777365)
Jun 16 2026 03:38:44 Core_SW_01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif120, Nexthop=10.1.120.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777369)
Jun 16 2026 03:38:44 Core_SW_01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif202, Nexthop=10.1.200.5, Neighbour=, Preference=150, Metric=1, IndirectID=16777351)
Jun 16 2026 03:38:34 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/4, Action=added, Added=1, Deleted=0, RemoteInterfaceName=HundredGigE1/0/1, RemoteDeviceManageAddress=7425-8ae3-f862)
Jun 16 2026 03:38:34 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/4, RemoteChassisType=macAddress, RemoteChassisId=7425-8ae3-f862, RemotePortIdType=interfaceName, RemotePortId=HundredGigE1/0/1, RemoteSystemName=AGG_SW_02, RemoteSystemDescription=H3C Comware Platform Software, Software Version 7.1.070, Release 7639P06  H3C V9850-256H  Copyright (c) 2004-2024 New H3C Technologies Co., Ltd. All rights reserved., RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=7425-8ae3-f862)
Jun 16 2026 03:38:34 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun 16 2026 03:38:26 Core_SW_01 %%01LACP/2/hwLacpNegotiateFailed_clear(l):CID=0x807a040f-alarmID=0x09360000-clearType=service_resume;Link negotiation failure is resumed. (TrunkIndex=0, PortIfIndex=6, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/1, Reason=The link fault was rectified and negotiation information was synchronized.)
Jun 16 2026 03:38:18 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=3, LsdbLsid=10.1.30.0, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:38:15 Core_SW_01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif202, Nexthop=10.1.200.5, Neighbour=, Preference=150, Metric=1, IndirectID=16777351)
Jun 16 2026 03:38:15 Core_SW_01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif110, Nexthop=10.1.110.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777365)
Jun 16 2026 03:38:15 Core_SW_01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif120, Nexthop=10.1.120.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777369)
Jun 16 2026 03:38:15 Core_SW_01 %%01OSPF/3/NBR_DOWN_REASON(l):CID=0x80830457;Neighbor state left full or changed to Down. (ProcessId=1, NeighborRouterId=10.1.254.4, NeighborIp=10.1.200.5, NeighborAreaId=0.0.0.0, NeighborInterface=Vlanif202, NeighborDownImmediate reason=Neighbor Down Due to 1-Wayhello Received, NeighborDownPrimeReason=1-Wayhello Received, CpuUsage=19%, VpnName=_public_, IfMTU=1500, LocalIp=10.1.200.6,SystemInfo=Avai:474308124, Com:102137392, mlo:92316, cpu:19, pin:1261017731, pout:4294967295, kernelRat:11.18, NiceRate:0.29, IowaitRate:0.0, HardIrqRate:0.61, SoftIrqRate:1.2, StealstolenRate:0.0)
Jun 16 2026 03:38:15 Core_SW_01 %%01OSPF/2/ospfNbrStateChange_active(l):CID=0x80830457-alarmID=0x08900005;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.1, NbrIpAddress=10.1.200.5, NbrAddressLessIndex=0, NbrRtrId=10.1.254.4, NbrState=1, ProcessId=1, AreaId=0.0.0.0, IfnetIndex=52, LocalIfIpAddress=10.1.200.6, IfName=Vlanif202, VpnName=_public_, Reason=Peer router reason, SubReason=1-Wayhello Received)
Jun 16 2026 03:38:15 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Eth-Trunk3, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Eth-Trunk3)
Jun 16 2026 03:38:14 Core_SW_01 %%01IFNET/2/linkDown_active(l):CID=0x807a040f-alarmID=0x08520003;The interface status changes. (ifName=Eth-Trunk3, AdminStatus=UP, OperStatus=DOWN, Reason=The conditions for the activation of the interface are not met, mainIfname=Eth-Trunk3)
Jun 16 2026 03:38:11 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=1, LsdbLsid=10.1.254.2, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:38:04 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 03:38:04 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/4, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=HundredGigE1/0/1, RemoteDeviceManageAddress=7425-8ae3-f862)
Jun 16 2026 03:38:04 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/4, RemoteChassisType=macAddress, RemoteChassisId=7425-8ae3-f862, RemotePortIdType=interfaceName, RemotePortId=HundredGigE1/0/1, RemoteSystemName=AGG_SW_02, RemoteSystemDescription=H3C Comware Platform Software, Software Version 7.1.070, Release 7639P06  H3C V9850-256H  Copyright (c) 2004-2024 New H3C Technologies Co., Ltd. All rights reserved., RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=7425-8ae3-f862)
Jun 16 2026 03:38:01 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.20.253, AddressLessIf=0, NbrIfIpAddress=10.1.20.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=1, LsdbLsid=10.1.254.2, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:37:53 Core_SW_01 %%01OSPF/3/NBR_DOWN_REASON(l):CID=0x80830457;Neighbor state left full or changed to Down. (ProcessId=1, NeighborRouterId=10.1.254.3, NeighborIp=10.1.200.1, NeighborAreaId=0.0.0.0, NeighborInterface=Vlanif201, NeighborDownImmediate reason=Neighbor Down Due to SequenceNum Mismatch, NeighborDownPrimeReason=I Bit Incorrect in DD, Interface interval 0, Packet interval 4, CpuUsage=20%, VpnName=_public_, IfMTU=1500, LocalIp=10.1.200.2,SystemInfo=Avai:474331796, Com:102004176, mlo:92316, cpu:20, pin:1261017727, pout:4294967295, kernelRat:11.23, NiceRate:0.29, IowaitRate:0.0, HardIrqRate:0.60, SoftIrqRate:1.3, StealstolenRate:0.0)
Jun 16 2026 03:37:53 Core_SW_01 %%01OSPF/2/ospfNbrStateChange_active(l):CID=0x80830457-alarmID=0x08900005;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.1, NbrIpAddress=10.1.200.1, NbrAddressLessIndex=0, NbrRtrId=10.1.254.3, NbrState=5, ProcessId=1, AreaId=0.0.0.0, IfnetIndex=51, LocalIfIpAddress=10.1.200.2, IfName=Vlanif201, VpnName=_public_, Reason=Protocol reason, SubReason=I Bit Incorrect in DD)
Jun 16 2026 03:37:52 Core_SW_01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif110, Nexthop=10.1.110.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777365)
Jun 16 2026 03:37:52 Core_SW_01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif120, Nexthop=10.1.120.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777369)
Jun 16 2026 03:37:52 Core_SW_01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif202, Nexthop=10.1.200.5, Neighbour=, Preference=150, Metric=1, IndirectID=16777351)
Jun 16 2026 03:37:51 Core_SW_01 %%01RM/4/RM_DELETE_DEFAULTRT(l):CID=0x80717539;The default route is deleted. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif201, Nexthop=10.1.200.1, Neighbour=, Preference=150, Metric=1, IndirectID=16777353)
Jun 16 2026 03:37:51 Core_SW_01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif110, Nexthop=10.1.110.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777365)
Jun 16 2026 03:37:51 Core_SW_01 %%01RM/4/RM_ADD_DEFAULTRT(l):CID=0x80717539;The default route is added. (AddrFamily=IPv4, InstanceID=_public_, ProcessID=1, ProtocolID=OSPF, SubProtocolID=O_ASE, ExitIf=Vlanif120, Nexthop=10.1.120.252, Neighbour=, Preference=150, Metric=1, IndirectID=16777369)
Jun 16 2026 03:37:50 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=added, Added=1, Deleted=0, RemoteInterfaceName=HundredGigE1/0/1, RemoteDeviceManageAddress=7425-8ae3-9a57)
Jun 16 2026 03:37:50 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=7425-8ae3-9a57, RemotePortIdType=interfaceName, RemotePortId=HundredGigE1/0/1, RemoteSystemName=AGG_SW_01, RemoteSystemDescription=H3C Comware Platform Software, Software Version 7.1.070, Release 7639P06  H3C V9850-256H  Copyright (c) 2004-2024 New H3C Technologies Co., Ltd. All rights reserved., RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=7425-8ae3-9a57)
Jun 16 2026 03:37:50 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun 16 2026 03:37:48 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=3, LsdbLsid=10.1.30.0, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:37:44 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 03:37:44 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/3, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=HundredGigE1/0/1, RemoteDeviceManageAddress=7425-8ae3-9a57)
Jun 16 2026 03:37:44 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/3, RemoteChassisType=macAddress, RemoteChassisId=7425-8ae3-9a57, RemotePortIdType=interfaceName, RemotePortId=HundredGigE1/0/1, RemoteSystemName=AGG_SW_01, RemoteSystemDescription=H3C Comware Platform Software, Software Version 7.1.070, Release 7639P06  H3C V9850-256H  Copyright (c) 2004-2024 New H3C Technologies Co., Ltd. All rights reserved., RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=all802, RemoteManagementAddress=7425-8ae3-9a57)
Jun 16 2026 03:37:40 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Eth-Trunk2, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Eth-Trunk2)
Jun 16 2026 03:37:40 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.200.2, AddressLessIf=0, NbrIfIpAddress=10.1.200.1, NbrAddressLessIf=0, IfNeighbor=10.1.254.3, PacketType=4, LsdbAreaId=0.0.0.0, LsdbType=1, LsdbLsid=10.1.254.1, LsdbRouterId=10.1.254.1)
Jun 16 2026 03:37:39 Core_SW_01 %%01IFNET/2/linkDown_active(l):CID=0x807a040f-alarmID=0x08520003;The interface status changes. (ifName=Eth-Trunk2, AdminStatus=UP, OperStatus=DOWN, Reason=The conditions for the activation of the interface are not met, mainIfname=Eth-Trunk2)
Jun 16 2026 03:37:34 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.30.253, AddressLessIf=0, NbrIfIpAddress=10.1.30.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.12, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:37:26 Core_SW_01 %%01LACP/2/hwLacpNegotiateFailed_active(l):CID=0x807a040f-alarmID=0x09360000;The member of LAG negotiation failed. (TrunkIndex=0, PortIfIndex=6, TrunkId=1, TrunkName=Eth-Trunk1, PortName=GE1/0/1, Reason=A link fault occurred or negotiation information synchronization failed.)
Jun 16 2026 03:37:20 Core_SW_01 %%01OSPF/2/ospfNbrStateChange_clear(l):CID=0x80830457-alarmID=0x08900005-clearType=service_resume;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.1, NbrIpAddress=10.1.200.5, NbrAddressLessIndex=0, NbrRtrId=10.1.254.4, NbrState=8, ProcessId=1, AreaId=0.0.0.0, IfnetIndex=52, LocalIfIpAddress=10.1.200.6, IfName=Vlanif202, VpnName=_public_, Reason=Alarm clear, SubReason=neighbor full)
Jun 16 2026 03:37:18 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.110.253, AddressLessIf=0, NbrIfIpAddress=10.1.110.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=3, LsdbLsid=10.1.30.0, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:37:04 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.30.253, AddressLessIf=0, NbrIfIpAddress=10.1.30.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.12, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:36:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/8, Action=added, Added=1, Deleted=0, RemoteInterfaceName=GigabitEthernet1/0/1, RemoteDeviceManageAddress=10.1.254.3)
Jun 16 2026 03:36:59 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=added, Interface=GE1/0/8, RemoteChassisType=macAddress, RemoteChassisId=0c7c-6cf7-0000, RemotePortIdType=interfaceName, RemotePortId=GigabitEthernet1/0/1, RemoteSystemName=FW_01, RemoteSystemDescription=FW_01, Huawei Versatile Routing Platform Software, Software Version : USG6000V2 V500R005C00SPC100 (VRP (R) Software, Version 5.170), Copyright (C) 2014-2018 Huawei Technologies Co., Ltd., RemoteSystemCapabilitySupported=router, RemoteSystemCapabilityEnabled=router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.3)
Jun 16 2026 03:36:59 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=1, Deleted=0, Dropped=0, Aged=0)
Jun 16 2026 03:36:54 Core_SW_01 %%01OSPF/2/ospfLsaRetranExceedLimit_clear(l):CID=0x80830457-alarmID=0x00f1ffc5-clearType=service_resume;The number of OSPF LSA retransmissions on an interface is lower than the limit. (ProcessId=1, AreaId=0.0.0.1, InterfaceName=Vlanif40)
Jun 16 2026 03:36:53 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.40.253, AddressLessIf=0, NbrIfIpAddress=10.1.40.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.120.254, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:36:46 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.120.253, AddressLessIf=0, NbrIfIpAddress=10.1.120.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=3, LsdbLsid=10.1.200.0, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:36:45 Core_SW_01 %%01OSPF/3/NBR_DOWN_REASON(l):CID=0x80830457;Neighbor state left full or changed to Down. (ProcessId=1, NeighborRouterId=10.1.254.4, NeighborIp=10.1.200.5, NeighborAreaId=0.0.0.0, NeighborInterface=Vlanif202, NeighborDownImmediate reason=Neighbor Down Due to 1-Wayhello Received, NeighborDownPrimeReason=1-Wayhello Received, CpuUsage=19%, VpnName=_public_, IfMTU=1500, LocalIp=10.1.200.6,SystemInfo=Avai:474337488, Com:101872196, mlo:88384, cpu:19, pin:1261017719, pout:4294967295, kernelRat:11.23, NiceRate:0.29, IowaitRate:0.0, HardIrqRate:0.60, SoftIrqRate:1.1, StealstolenRate:0.0)
Jun 16 2026 03:36:45 Core_SW_01 %%01OSPF/2/ospfNbrStateChange_active(l):CID=0x80830457-alarmID=0x08900005;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.1, NbrIpAddress=10.1.200.5, NbrAddressLessIndex=0, NbrRtrId=10.1.254.4, NbrState=1, ProcessId=1, AreaId=0.0.0.0, IfnetIndex=52, LocalIfIpAddress=10.1.200.6, IfName=Vlanif202, VpnName=_public_, Reason=Peer router reason, SubReason=1-Wayhello Received)
Jun 16 2026 03:36:44 Core_SW_01 %%01IFNET/2/linkDown_clear(l):CID=0x807a040f-alarmID=0x08520003-clearType=service_resume;The interface status changes. (ifName=Eth-Trunk3, AdminStatus=UP, OperStatus=UP, Reason=Interface physical link is up, mainIfname=Eth-Trunk3)
Jun 16 2026 03:36:44 Core_SW_01 %%01LACP/4/LACP_STATE_DOWN(l):CID=0x80480454;The LACP state is down. (PortName=GE1/0/9, TrunkName=Eth-Trunk3, LastReceivePacketTime=[2026-06-16 03:35:14:157], Reason=No LACPDUs were received when the timer expired. Please check link connections or remote interface's status.)
Jun 16 2026 03:36:44 Core_SW_01 %%01IFNET/2/linkDown_active(l):CID=0x807a040f-alarmID=0x08520003;The interface status changes. (ifName=Eth-Trunk3, AdminStatus=UP, OperStatus=DOWN, Reason=The conditions for the activation of the interface are not met, mainIfname=Eth-Trunk3)
Jun 16 2026 03:36:34 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.30.253, AddressLessIf=0, NbrIfIpAddress=10.1.30.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.200.12, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:36:30 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 03:36:29 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/8, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GigabitEthernet1/0/1, RemoteDeviceManageAddress=10.1.254.3)
Jun 16 2026 03:36:29 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/8, RemoteChassisType=macAddress, RemoteChassisId=0c7c-6cf7-0000, RemotePortIdType=interfaceName, RemotePortId=GigabitEthernet1/0/1, RemoteSystemName=FW_01, RemoteSystemDescription=FW_01, Huawei Versatile Routing Platform Software, Software Version : USG6000V2 V500R005C00SPC100 (VRP (R) Software, Version 5.170), Copyright (C) 2014-2018 Huawei Technologies Co., Ltd., RemoteSystemCapabilitySupported=router, RemoteSystemCapabilityEnabled=router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.3)
Jun 16 2026 03:36:26 Core_SW_01 %%01LLDP/4/LLDP_REMTABLECHANGE(l):CID=0x80a5045a;LLDP neighbor information was changed. (Added=0, Deleted=0, Dropped=0, Aged=1)
Jun 16 2026 03:36:26 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_REM_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (Interface=GE1/0/1, Action=deleted, Added=0, Deleted=1, RemoteInterfaceName=GE1/0/1, RemoteDeviceManageAddress=10.1.254.2)
Jun 16 2026 03:36:26 Core_SW_01 %%01LLDP/4/LLDP_INTERFACE_NEIGB_CHANGE(l):CID=0x80a5045a;Neighbor information of the interface was changed. (NeighborIndex=1, Action=deleted, Interface=GE1/0/1, RemoteChassisType=macAddress, RemoteChassisId=3808-0011-1200, RemotePortIdType=interfaceName, RemotePortId=GE1/0/1, RemoteSystemName=Core_SW_02, RemoteSystemDescription=Huawei Versatile Routing Platform Software  VRP (R) software, Version 8.231 (CE12800 V800R023C10SPC100B313)  Copyright (C) 2012-2023 Huawei Technologies Co., Ltd.  HUAWEI CE12800  , RemoteSystemCapabilitySupported=bridge router, RemoteSystemCapabilityEnabled=bridge router, RemoteManagementAddressType=ipv4, RemoteManagementAddress=10.1.254.2)
Jun 16 2026 03:36:23 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.40.253, AddressLessIf=0, NbrIfIpAddress=10.1.40.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.1, LsdbType=3, LsdbLsid=10.1.120.254, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:36:16 Core_SW_01 %%01OSPF/4/OSPF_TX_RETRANSMIT(l):CID=0x80830457;An OSPF packet is retransmitted on a non-virtual interface. (RouterId=10.1.254.1, IfIpAddress=10.1.120.253, AddressLessIf=0, NbrIfIpAddress=10.1.120.252, NbrAddressLessIf=0, IfNeighbor=10.1.254.2, PacketType=4, LsdbAreaId=0.0.0.2, LsdbType=3, LsdbLsid=10.1.200.0, LsdbRouterId=10.1.254.2)
Jun 16 2026 03:36:09 Core_SW_01 %%01OSPF/2/ospfNbrStateChange_clear(l):CID=0x80830457-alarmID=0x08900005-clearType=service_resume;The status of the non-virtual neighbor has changed. (RouterId=10.1.254.1, NbrIpAddress=10.1.200.5, NbrAddressLessIndex=0, NbrRtrId=10.1.254.4, NbrState=8, ProcessId=1, AreaId=0.0.0.0, IfnetIndex=52, LocalIfIpAddress=10.1.200.6, IfName=Vlanif202, VpnName=_public_, Reason=Alarm clear, SubReason=neighbor full)
