Processor Pool Total: 1140161264 Used:  254991760 Free:  885169504
reserve P Pool Total:     102404 Used:         88 Free:     102316
 lsmpi_io Pool Total:    3149400 Used:    3148568 Free:        832

 PID TTY  Allocated      Freed    Holding    Getbufs    Retbufs Process
 520   0          0          0      53944          0          0 Test AAA Client 
 521   0    4058440      41312    4059072        147        115 EEM ED Syslog   
 522   0     388248       5680     424512          0          0 EEM ED Generic  
 523   0      14280       5680      50544          0          0 EEM ED Track    
 524   0      14328       5760      50512          0          0 EEM ED Routing  
 525   0      14728       5680      50992          0          0 EEM ED Resource 
 526   0          0          0      41944          0          0 BGP BMP Server  
 527   0          0          0      53944          0          0 IKEv2 FlexVPN Pr
 528   0       1824          0      31768          0          0 IKEv2 Cluster Lo
 529   0        448        448      29944          0          0 MCPRP UTD Timer 
 530   0          0          0      29944          0          0 Syslog Traps    
 531   0        448        448      53944          0          0 ISG MIB jobs Man
 532   0          0          0      29944          0          0 Policy HA Timer 
 533   0        448        448      29944          0          0 DAPR RM PROCESS 
 534   0      10960        448      40456          0          0 DAPR RM RCV PROC
 535   0          0          0      53944          0          0 DAPR FNF Collect
 536   0          0          0      29944          0          0 ISSU Utility Pro
 537   0          0          0      29944          0          0 IOSXE-RP Virtual
 538   0          0          0      29944          0          0 IOXNSE IPC Msg P
 539   0          0          0      29944          0          0 IOXNSE IPC Msg P
 540   0     573040      22800     548016        296        296 OSPF-1 Router   
 541   0          0          0      29944          0          0 IP SLAs ICMP Jit
 542   0          0          0      29944          0          0 IP SLAs Jitter E
 543   0       1792       2712      31376       3625       3625 OSPF-1 Hello    
 544   0       6616        896      35664          0          0 CTS credentials 
 545   0      28624       2488      80080          0          0 RBM CORE        
 546   0          0          0      29944          0          0 trunk conditioni
 547   0       6240          0      36184          0          0 trunk conditioni
 548   0          0          0      29944          0          0 IP SLAs Ethernet
 549   0      15296      12320     104920          0          0 WSMAN Process   
 550   0        408          0      30352          0          0 Online Diag CNS 
 551   0        408          0      30352          0          0 Online Diag CNS 
 552   0      30656        936      44328          0          0 DCM snmp dp Thre
 553   0       6288        464      35616          0          0 snmp dcm ma shim
 554   0      17328      21288      41560          0          0 Bulkstat-Client 
 555   0      23432        464      52752          0          0 dcm_expression_p
 556   0    1577920      40488    1567944          0          0 EEM Server      
 557   0     256456     126224     219288          0          0 Call Home proces
 558   0      35728        936      33712          0          0 Call Home DS    
 559   0       3152          0      33096          0          0 Call Home DSfile
 560   0      16440       1808      56576          0          0 EEM Policy Direc
 561   0       3176          0      57120          0          0 XOS async sync X
 562   0      14056       5680      50320          0          0 EEM ED CLI      
 563   0      15008       6248      51272          0          0 EEM ED Counter  
 564   0      17616       7272      52288          0          0 EEM ED Interface
 565   0      14056       5680      50320          0          0 EEM ED IOSWD    
 566   0      14080       5680      50344          0          0 EEM ED None     
 567   0      31328      22576      50696          0          0 EEM ED OIR      
 568   0      15216       6424      50960          0          0 EEM ED RF       
 569   0      22632       5680      58896          0          0 EEM ED SNMP     
 570   0      14056       5680      50320          0          0 EEM ED SNMP Obje
 571   0      14248       5680      50512          0          0 EEM ED SNMP Noti
 572   0      81560      70256      53248          0          0 EEM ED Timer    
 573   0      32904      23776      51072          0          0 EEM ED Test     
 574   0      14056       5680      50320          0          0 EEM ED Config   
 575   0      14056       5680      50320          0          0 EEM ED Env      
 576   0      20352       5680      56616          0          0 EEM ED DS       
 577   0      38688      23112      57520          0          0 EEM ED CRASH    
 578   0      14056       5680      50320          0          0 EM ED GOLD      
 579   0     113840     113840      53944        210        210 Syslog          
 580   0          0          0     105624          0          0 PnP-Monitor     
 581   0          0          0      41944          0          0 BGP Scheduler   
 582   0       3008          0      32952          0          0 qos_mon_periodic
 583   0      30736       5680      67000          0          0 EEM ED RPC      
 584   0      14056       5680      50320          0          0 EEM ED Ipsla    
 585   0          0          0      29944          0          0 VDC process     
 586   0          0          0      29944          0          0 IPC ISSU Version
 587   0          0          0      29944          0          0 IPC ISSU Version
 588   0          0          0      29944          0          0 IPC ISSU Version
 589   0          0          0      29944          0          0 IPC ISSU Version
 590   0          0          0      29944          0          0 IPC ISSU Version
 591   0          0          0      29944          0          0 IPC ISSU Version
 592   0          0          0      29944          0          0 IPC ISSU Version
 593   0          0          0      29944          0          0 IPC ISSU Version
 594   0          0          0      29944          0          0 IPC ISSU Version
 595   0          0          0      29944          0          0 IPC ISSU Version
 596   0          0          0      29944          0          0 IPC ISSU Version
 597   0          0          0      29944          0          0 IPC ISSU Version
 598   0          0          0      29944          0          0 IPC ISSU Version
 599   0          0          0      29944          0          0 IPC ISSU Version
 600   0          0          0      29944          0          0 IPC ISSU Version
 601   0          0          0      29944          0          0 IPC ISSU Version
 602   0          0          0      29944          0          0 IPC ISSU Version
 603   0          0          0      29944          0          0 IPC ISSU Version
 604   0          0          0      29944          0          0 IPC ISSU Version
 605   0          0          0      29944          0          0 IPC ISSU Version
 606   0          0          0      29944          0          0 IPC ISSU Version
 607   0          0          0      29944          0          0 IPC ISSU Version
 608   0          0          0      29944          0          0 IPC ISSU Version
 609   0          0          0      29944          0          0 IPC ISSU Version
 610   0          0          0      29944          0          0 IPC ISSU Version
 611   0          0          0      29944          0          0 IPC ISSU Version
 612   0          0          0      29944          0          0 IPC ISSU Version
 613   0          0          0      29944          0          0 IPC ISSU Version
 614   0          0          0      29944          0          0 IPC ISSU Version
 615   0          0          0      29944          0          0 IPC ISSU Version
 616   0          0          0      29944          0          0 IPC ISSU Version
 617   0          0          0      29944          0          0 IPC ISSU Version
 618   0          0          0      29944          0          0 IPC ISSU Version
 619   0          0          0      29944          0          0 IPC ISSU Version
 620   0          0          0      29944          0          0 IPC ISSU Version
 621   0          0          0      29944          0          0 IPC ISSU Version
 622   0       8576          0      38520          0          0 IPC ISSU Version
 623   0          0          0      29944          0          0 IPC ISSU Version
 624   0          0          0      29944          0          0 IPC ISSU Version
 625   0          0          0      29944          0          0 IPC ISSU Version
 626   0          0          0      29944          0          0 IPC ISSU Version
 627   0          0          0      29944          0          0 IPC ISSU Version
 628   0          0          0      29944          0          0 IPC ISSU Version
 629   0          0          0      29944          0          0 IPC ISSU Version
 630   0          0          0      29944          0          0 IPC ISSU Version
 631   0          0          0      29944          0          0 IPC ISSU Version
 632   0          0          0      29944          0          0 IPC ISSU Version
 633   0          0          0      29944          0          0 IPC ISSU Version
 634   0          0          0      29944          0          0 IPC ISSU Version
 635   0          0          0      29944          0          0 IPC ISSU Version
 636   0          0          0      29944          0          0 IPC ISSU Version
 637   0          0          0      29944          0          0 IPC ISSU Version
 638   0          0          0      29944          0          0 IPC ISSU Version
 639   0          0          0      29944          0          0 IPC ISSU Version
 640   0          0          0      29944          0          0 IPC ISSU Version
 641   0          0          0      29944          0          0 IPC ISSU Version
 642   0          0          0      29944          0          0 IPC ISSU Version
 643   0          0          0      29944          0          0 IPC ISSU Version
 644   0          0          0      29944          0          0 IPC ISSU Version
 645   0          0          0      29944          0          0 IPC ISSU Version
 646   0          0          0      29944          0          0 IPC ISSU Version
 647   0          0          0      29944          0          0 IPC ISSU Version
 648   0          0          0      29944          0          0 IPC ISSU Version
 649   0          0          0      29944          0          0 CWAN OIR IPC Rea
 650   0   29392416   29392272      54088          0          0 mdns Timer Proce
 651   0   34427712      51720   34751992          0          0 SBC main process
 652   0     167616        448     221112          0          0 MRIB Process    
 653   0       9192        664      38472          0          0 EEM Helper Threa
 654   0        736          0      54680          0          0 ONEP Dispatch po
 655   0          0          0      29944          0          0 TCP Listener    
 656   0          0          0      29944          0          0 SBC Msg Ack Time
 657   0      65632          0     107576        557        557 BGP I/O         
 658   0       3864        448      57360          0          0 OTV Event Dispat
 659   0        736          0      54680          0          0 ONEP Dispatch po
 660   0          0          0      41944          0          0 BGP Scanner     
 661   0          0          0      29944          0          0 OMP             
 662   0        736          0      54680          0          0 ONEP Dispatch po
 663   0        736          0      54680          0          0 ONEP Dispatch po
 664   0        736          0      54680          0          0 ONEP Dispatch po
 665   0        736          0      54680          0          0 ONEP Dispatch po
 666   0        736          0      54680          0          0 ONEP Dispatch po
 667   0        736          0      54680          0          0 ONEP Dispatch po
 668   0       3904          0      57848          0          0 ONEP Dispatch XD
 669   0     206608       1992     216864          3          3 ONEP Network Ele
 670   0          0          0      29944          0          0 NAT-ROUTE       
 671   0          0          0      29944          0          0 Inter Chassis Pr
 672   0          0          0      41944          0          0 BGP Consistency 
 673   0          0          0      41944          0          0 BGP Event       
 674   0          0          0      29944          0          0 BGP VA          
                                258108368 Total
